Vehicle / Vehicle Family,Cost to LEO (FY21$/kg),Max. Payload Mass to LEO (kg),Source(s),Notes,Additional Tags,,,,,,,,,,,Source #1,,,,,,,,,Source #2,,,,,,,,,Source #3,,,,,,,,,Source #4,,,,,,,,,Source #5,,,,,,,,,
Minotaur V,88700,630,"Xu, Hollingsworth, and Smith (2019)","Xu, Hollingsworth, and Smith LEO payload estimate is the same as its GTO estimate; the dollars per kg figure is therefore likely inflated.",Minotaur,Minotaur V,#REF!,#REF!,#REF!,FAA Office of Commercial Space Transportation (2018) / Missing,"Xu, Hollingsworth, and Smith (2019)",,,,,FAA Office of Commercial Space Transportation (2018) / Missing,,,FAA Office of Commercial Space Transportation (2018),55,,2018,,Missing,"Xu, Hollingsworth, and Smith (2019)",72952,2010,"Xu, Hollingsworth, and Smith (2019)",45.96,,2010,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modified R-7,,,,,,Modified R-7,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molniya,15700,3700,"Xu, Hollingsworth, and Smith (2019)","Xu, Hollingsworth, and Smith estimate labeled ""Molniya-M.""","Energia, Baikonur Cosmodrome, Plesetsk Cosmodrome",Molniya,#REF!,#REF!,#REF!,"Xu, Hollingsworth, and Smith (2019)",,,,,,"Xu, Hollingsworth, and Smith (2019)",12922,2010,"Xu, Hollingsworth, and Smith (2019)",47.81,,2010,3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mu,,,,,,Mu,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naro,,,,,,Naro,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nodong,,,,"FAA estimate is for Iran's ""Safir"" launch vehicle.",,Nodong,#REF!,#REF!,#REF!,Missing / FAA Office of Commercial Space Transportation (2018),,,,,,Missing / FAA Office of Commercial Space Transportation (2018),,,Missing,,,,50,FAA Office of Commercial Space Transportation (2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pegasus,41100,455,Hammond (1999),"Xu, Hollingsworth, and Smith estimate is labeled ""Pegasus & Pegasus XL.""","Orbital Sciences, Orbital ATK, Northrop Grumman",Pegasus,#REF!,#REF!,#REF!,Wertz and Larson (1996),Hammond (1999),"Xu, Hollingsworth, and Smith (2019)",,,,Wertz and Larson (1996),30800,1995,Wertz and Larson (1996),13,15,1995,454,,Hammond (1999),27400,2000,Hammond (1999),12,,2000,455,,"Xu, Hollingsworth, and Smith (2019)",41648,2010,"Xu, Hollingsworth, and Smith (2019)",18.45,,2010,443,,,,,,,,,,,,,,,,,,,,
Pegasus XL,50600,443,"Xu, Hollingsworth, and Smith (2019)","Xu, Hollingsworth, and Smith estimate is labeled ""Pegasus & Pegasus XL.""","Orbital Sciences, Orbital ATK, Northrop Grumman",Pegasus XL,#REF!,#REF!,#REF!,Futron (2002),Foust (2003),FAA Office of Commercial Space Transportation (2018),"Xu, Hollingsworth, and Smith (2019)",GAO (2017),,Futron (2002),30474,2000,Futron (2002),13.5,,2000,443,,Foust (2003),50600,2003,Foust (2003),20,25,2003,445,,FAA Office of Commercial Space Transportation (2018),88889,2018,FAA Office of Commercial Space Transportation (2018),40,,2018,450,,"Xu, Hollingsworth, and Smith (2019)",41648,2010,"Xu, Hollingsworth, and Smith (2019)",18.45,,2010,443,,GAO (2017),88889,2017,GAO (2017),40,,2017,450,,
Proton,8200,21000,"Xu, Hollingsworth, and Smith (2019)","Wertz and Larson estimate is labeled ""Proton SL-13."" FAA estimate is labeled ""Proton M."" Xu, Hollingsworth, and Smith estimate labeled ""Proton K & M.""","Khrunichev State Research and Production Space Center, Chemical Automatics Design Bureau, Baikonur Cosmodrome",Proton,#REF!,#REF!,#REF!,Wertz and Larson (1996),FAA Office of Commercial Space Transportation (2018),"Xu, Hollingsworth, and Smith (2019)",,,,Wertz and Larson (1996),2600,1995,Wertz and Larson (1996),35,70,1995,20000,,FAA Office of Commercial Space Transportation (2018),2826,2018,FAA Office of Commercial Space Transportation (2018),65,,2018,23000,,"Xu, Hollingsworth, and Smith (2019)",6721,2010,"Xu, Hollingsworth, and Smith (2019)",141.15,,2010,21000,,,,,,,,,,,,,,,,,,,,
PSLV,8500,3250,FAA Office of Commercial Space Transportation (2018),"Xu, Hollingsworth, and Smith estimate labeled ""PSLV, PSLV-CA, PSLV, XL.""","Indian Space Research Organisation, Satish Dhawan Space Centre",PSLV,#REF!,#REF!,#REF!,FAA Office of Commercial Space Transportation (2018),"Xu, Hollingsworth, and Smith (2019)",,,,,FAA Office of Commercial Space Transportation (2018),8000,2018,FAA Office of Commercial Space Transportation (2018),21,31,2018,3250,,"Xu, Hollingsworth, and Smith (2019)",5292.1052631579,2010,"Xu, Hollingsworth, and Smith (2019)",20.11,,2010,3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-36 / Cyclone,8400,4100,"Xu, Hollingsworth, and Smith (2019)","Xu, Hollingsworth, and Smith estimate labeld ""Cyclone 2 & 3.""","Yuzhmash, Baikonur Cosmodrome, Plesetsk Cosmodrome",R-36 / Cyclone,#REF!,#REF!,#REF!,"Xu, Hollingsworth, and Smith (2019)",,,,,,"Xu, Hollingsworth, and Smith (2019)",6898,2010,"Xu, Hollingsworth, and Smith (2019)",28.28,,2010,4100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redstone,,,,,,Redstone,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rokot,20600,2150,FAA Office of Commercial Space Transportation (2018),,"Khrunichev State Research and Production Space Center, Baikonur Cosmodrome, Plesetsk Cosmodrome",Rokot,#REF!,#REF!,#REF!,Futron (2002),Foust (2003),FAA Office of Commercial Space Transportation (2018),"Xu, Hollingsworth, and Smith (2019)",,,Futron (2002),7297,2000,Futron (2002),13.5,,2000,1850,,Foust (2003),8300,2003,Foust (2003),13,15,2003,1800,,FAA Office of Commercial Space Transportation (2018),19442,2018,FAA Office of Commercial Space Transportation (2018),41.8,,2018,2150,,"Xu, Hollingsworth, and Smith (2019)",9462,2010,"Xu, Hollingsworth, and Smith (2019)",18.45,,2010,1950,,,,,,,,,,,
S-520,,,,"FAA estimate labeled ""SS-520-5.""",,S-520,#REF!,#REF!,#REF!,Missing / FAA Office of Commercial Space Transportation (2018),,,,,,Missing / FAA Office of Commercial Space Transportation (2018),,,Missing,,,,4,FAA Office of Commercial Space Transportation (2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturn I,,,,,,Saturn I,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturn IB,18300,18600,Koelle (1991) / Astronautix,,"National Aeronautics and Space Administration, Chrysler, Douglas, Cape Canaveral / Kennedy Space Center",Saturn IB,#REF!,#REF!,#REF!,Koelle (1991) / Astronautix,,,,,,Koelle (1991) / Astronautix,17300,2018,Koelle (1991),107,,1967,18600,Astronautix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturn V,5400,140000,Williams (2016),,"National Aeronautics and Space Administration, Chrysler, Douglas, North American, Cape Canaveral / Kennedy Space Center",Saturn V,#REF!,#REF!,#REF!,Williams (2016),Hammond (1999),,,,,Williams (2016),5071,2018,Williams (2016),710,,2016,140000,,Hammond (1999),3300,2000,Hammond (1999),936,,2000,280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scout,118500,122,Koelle (1991) / Astronautix,"Astronautix reference page titled ""Scout A.""","LTV Aerospace Corporation, Cape Canaveral / Kennedy Space Center, Vandenberg Air Force Base, Wallops Flight Facility, Luigi Broglio Space Center",Scout,#REF!,#REF!,#REF!,Koelle (1991) / Astronautix,,,,,,Koelle (1991) / Astronautix,111800,2018,Koelle (1991),8.61,,1985,122,Astronautix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shavit,31100,800,"Xu, Hollingsworth, and Smith (2019)","Foust estimate labeled ""Shavit 1."" Xu, Hollingsworth, and Smith estimate labeled ""Shavit 1 & 2.""","Israel Aerospace Industries, Palmachim Airbase",Shavit,#REF!,#REF!,#REF!,Foust (2003),"Xu, Hollingsworth, and Smith (2019)",,,,,Foust (2003),55600,2003,Foust (2003),10,15,2003,225,,"Xu, Hollingsworth, and Smith (2019)",25613,2010,"Xu, Hollingsworth, and Smith (2019)",20.49,,2010,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shian Quxian,17300,300,Woo (2019) / CSIS China Power,,"i-Space, Jiuquan Satellite Launch Center",Shian Quxian,#REF!,#REF!,#REF!,Woo (2019) / CSIS China Power,,,,,,Woo (2019) / CSIS China Power,16667,2019,Woo (2019),5,,2019,300,CSIS China Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shtil,19100,140,"Xu, Hollingsworth, and Smith (2019)","From Fultron: ""Shtil launch costs are partially subsidized by the Russian Navy as part of missile launch exercises."" Xu, Hollingsworth, and Smith estimate labeled ""Shtil 1.""",State Rocket Center Makeyev,Shtil,#REF!,#REF!,#REF!,Futron (2002),Foust (2003),"Xu, Hollingsworth, and Smith (2019)",,,,Futron (2002),465,2000,Futron (2002),0.2,,2000,430,,Foust (2003),700,2003,Foust (2003),0.1,0.3,2003,430,,"Xu, Hollingsworth, and Smith (2019)",15714,2010,"Xu, Hollingsworth, and Smith (2019)",2.2,,2010,140,,,,,,,,,,,,,,,,,,,,
SLV,,,,,,SLV,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soyuz,17900,7800,FAA Office of Commercial Space Transportation (2018) ,"The first FAA estimate corresponds to ""Soyuz FG."" The second FAA estimate corresponds to ""Soyuz 2.1a/b."" The third FAA estimate corresponds to ""Soyuz 2.1v."" The Xu, Hollingsworth, and Smith estimate corresponds to ""Soyuz 2.1.""","Plesetsk Cosmodrome, Baikonur Cosmodrome, Progress Rocket Space Centre, Energia, Vostochny Cosmodrome, Guiana Space Centre",Soyuz,#REF!,#REF!,#REF!,Futron (2002),FAA Office of Commercial Space Transportation (2018) ,FAA Office of Commercial Space Transportation (2018) - 2,FAA Office of Commercial Space Transportation (2018) - 3,"Xu, Hollingsworth, and Smith (2019)",,Futron (2002),5357,2000,Futron (2002),37.5,,2000,7000,,FAA Office of Commercial Space Transportation (2018) ,16859,2018,FAA Office of Commercial Space Transportation (2018) ,50,213,2018,7800,,FAA Office of Commercial Space Transportation (2018) - 2,16495,2018,FAA Office of Commercial Space Transportation (2018) - 2,80,,2018,4850,,FAA Office of Commercial Space Transportation (2018) - 3,13333,2018,FAA Office of Commercial Space Transportation (2018) - 3,40,,2018,3000,,"Xu, Hollingsworth, and Smith (2019)",6665,2010,"Xu, Hollingsworth, and Smith (2019)",54.65,,2010,8200,,
Space Shuttle,65400,27500,Pielke and Byerly (2011) / Jones (2018),,"United Space Alliance, Alliant Techsystems, Thiokol, Lockheed Martin, Boeing, Rockwell, Cape Canaveral / Kennedy Space Center",Space Shuttle,#REF!,#REF!,#REF!,Pielke and Byerly (2011) / Jones (2018),Wertz and Larson (1996),Hammond (1999),"Xu, Hollingsworth, and Smith (2019)",,,Pielke and Byerly (2011) / Jones (2018),61720,2018,Pielke and Byerly (2011),1500,,2011,27500,Jones (2018),Wertz and Larson (1996),19100,1995,Wertz and Larson (1996),350,547,1995,23500,,Hammond (1999),12800,2000,Hammond (1999),296,,2000,23090,,"Xu, Hollingsworth, and Smith (2019)",14186,2010,"Xu, Hollingsworth, and Smith (2019)",408.6,,2010,28803,,,,,,,,,,,
Sputnik,,,,,,Sputnik,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start,23600,632,"Xu, Hollingsworth, and Smith (2019)","Foust includes estimates for both ""START"" and ""START 1."" The estimate included in this database is for ""START 1,"" since ""START"" has never been used for a successful launch. Xu, Hollingsworth, and Smith estimate labeled ""START 1.""","Moscow Institute of Thermal Technology, Svobodny Cosmodrome, Plesetsk Cosmodrome",Start,#REF!,#REF!,#REF!,Futron (2002),Foust (2003),"Xu, Hollingsworth, and Smith (2019)",,,,Futron (2002),11687,2000,Futron (2002),7.5,,2000,632,,Foust (2003),14200,2003,Foust (2003),9,10.5,2003,650,,"Xu, Hollingsworth, and Smith (2019)",19446,2010,"Xu, Hollingsworth, and Smith (2019)",12.29,,2010,632,,,,,,,,,,,,,,,,,,,,
Strela,11200,1560,"Xu, Hollingsworth, and Smith (2019)",,"NPO Mashinostroyeniya, Khartron, Baikonur Cosmodrome",Strela,#REF!,#REF!,#REF!,Foust (2003),"Xu, Hollingsworth, and Smith (2019)",,,,,Foust (2003),6200,2003,Foust (2003),10.5,,2003,1700,,"Xu, Hollingsworth, and Smith (2019)",9192,2010,"Xu, Hollingsworth, and Smith (2019)",14.34,,2010,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taurus,34600,1590,"Xu, Hollingsworth, and Smith (2019)","Foust estimate is labeled ""Taurus 1."" Xu, Hollingsworth, and Smith estimate labeled ""Taurus & Taurus XL.""","Orbital Sciences, Orbital ATK, Northrop Grumman, Vandenberg Air Force Base",Taurus,#REF!,#REF!,#REF!,Wertz and Larson (1996),Foust (2003),"Xu, Hollingsworth, and Smith (2019)",,,,Wertz and Larson (1996),13100,1995,Wertz and Larson (1996),18,20,1995,1451,,Foust (2003),13100,2003,Foust (2003),18,20,2003,1450,,"Xu, Hollingsworth, and Smith (2019)",28465,2010,"Xu, Hollingsworth, and Smith (2019)",45.26,,2010,1590,,,,,,,,,,,,,,,,,,,,
Thor,,,,,,Thor,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thor N-Class,,,,,,Thor N-Class,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titan Centaur,11900,15400,Koelle (1991) / Astronautix,"Astronautix mass estimate is labeled ""Titan IIIE.""",,Titan Centaur,#REF!,#REF!,#REF!,Koelle (1991) / Astronautix,,,,,,Koelle (1991) / Astronautix,11200,2018,Koelle (1991),72.5,,1974,15400,Astronautix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titan II,30600,1900,"Xu, Hollingsworth, and Smith (2019)",,"Glenn L. Martin Company, Cape Canaveral / Kennedy Space Center, Vandenberg Air Force Base",Titan II,#REF!,#REF!,#REF!,Wertz and Larson (1996),"Xu, Hollingsworth, and Smith (2019)",,,,,Wertz and Larson (1996),19700,1995,Wertz and Larson (1996),35,40,1995,1905,,"Xu, Hollingsworth, and Smith (2019)",25163,2010,"Xu, Hollingsworth, and Smith (2019)",47.81,,2010,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titan III,18200,3300,"Xu, Hollingsworth, and Smith (2019)","The Xu, Hollingsworth, and Smith estimate is labeled ""Titan 3A & 3B.""",,Titan III,#REF!,#REF!,#REF!,"Xu, Hollingsworth, and Smith (2019)",,,,,,"Xu, Hollingsworth, and Smith (2019)",14985,2010,"Xu, Hollingsworth, and Smith (2019)",49.45,,2010,3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titan III+,21000,14515,"Xu, Hollingsworth, and Smith (2019)","The Xu, Hollingsworth, and Smith estimate is labeld ""Titan 3C, 3D, 3E, 34D.""","Glenn L. Martin Company, Cape Canaveral / Kennedy Space Center, Vandenberg Air Force Base",Titan III+,#REF!,#REF!,#REF!,"Xu, Hollingsworth, and Smith (2019)",,,,,,"Xu, Hollingsworth, and Smith (2019)",17288,2010,"Xu, Hollingsworth, and Smith (2019)",250.93,,2010,14515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titan IV,30800,21600,"Xu, Hollingsworth, and Smith (2019)","Xu, Hollingsworth, and Smith estimate labeled ""Titan 4A & 4B.""","Glenn L. Martin Company, Cape Canaveral / Kennedy Space Center, Vandenberg Air Force Base",Titan IV,#REF!,#REF!,#REF!,Wertz and Larson (1996),Hammond (1999),"Xu, Hollingsworth, and Smith (2019)",,,,Wertz and Larson (1996),15700,1995,Wertz and Larson (1996),230,325,1995,17700,,Hammond (1999),13100,2000,Hammond (1999),234,,2000,17900,,"Xu, Hollingsworth, and Smith (2019)",25295,2010,"Xu, Hollingsworth, and Smith (2019)",546.38,,2010,21600,,,,,,,,,,,,,,,,,,,,
Unha,,100,Missing / FAA Office of Commercial Space Transportation (2018),,,Unha,#REF!,#REF!,#REF!,Missing / FAA Office of Commercial Space Transportation (2018),,,,,,Missing / FAA Office of Commercial Space Transportation (2018),,,Missing,,,,100,FAA Office of Commercial Space Transportation (2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanguard,948600,9,Koelle (1991) / Astronautix,,"Glenn L. Martin Company, Cape Canaveral / Kennedy Space Center",Vanguard,#REF!,#REF!,#REF!,Koelle (1991) / Astronautix,,,,,,Koelle (1991) / Astronautix,894700,2018,Koelle (1991),5.66,,1985,9,Astronautix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vega,20000,1963,FAA Office of Commercial Space Transportation (2018),,"Arianespace, Guiana Space Centre",Vega,#REF!,#REF!,#REF!,Foust (2003),FAA Office of Commercial Space Transportation (2018),"Xu, Hollingsworth, and Smith (2019)",,,,Foust (2003),13300,2003,Foust (2003),20,,2003,1500,,FAA Office of Commercial Space Transportation (2018),18849,2018,FAA Office of Commercial Space Transportation (2018),37,,2018,1963,,"Xu, Hollingsworth, and Smith (2019)",17830,2010,"Xu, Hollingsworth, and Smith (2019)",35,,2010,1963,,,,,,,,,,,,,,,,,,,,
Voskhod,,,,,,Voskhod,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vostok,8600,4717,Wertz and Larson (1996),,,Vostok,#REF!,#REF!,#REF!,Wertz and Larson (1996),,,,,,Wertz and Larson (1996),5300,1995,Wertz and Larson (1996),20,30,1995,4717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zenit 2,5100,13740,"Xu, Hollingsworth, and Smith (2019)",,"Yuzhmash, Baikonur Cosmodrome",Zenit 2,#REF!,#REF!,#REF!,Futron (2002),"Xu, Hollingsworth, and Smith (2019)",,,,,Futron (2002),3093,2000,Futron (2002),42.5,,2000,13740,,"Xu, Hollingsworth, and Smith (2019)",4213,2010,"Xu, Hollingsworth, and Smith (2019)",57.89,,2010,13740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zenit 3SL,8900,15876,"Xu, Hollingsworth, and Smith (2019)","FAA estimate labaled simply ""Zenit."" Xu, Hollingsworth, and Smith estimate labeled ""Zenit 3 SL, SLB, SLBF.""","Yuzhmash, Baikonur Cosmodrome, Sea Launch",Zenit 3SL,#REF!,#REF!,#REF!,Futron (2002),FAA Office of Commercial Space Transportation (2018) / Gunter's Space Page,"Xu, Hollingsworth, and Smith (2019)",,,,Futron (2002),5354,2000,Futron (2002),85,,2000,15876,,FAA Office of Commercial Space Transportation (2018) / Gunter's Space Page,12857,2018,FAA Office of Commercial Space Transportation (2018),85,95,2018,7000,Gunter's Space Page,"Xu, Hollingsworth, and Smith (2019)",7292,2010,"Xu, Hollingsworth, and Smith (2019)",115.77,,2010,15876,,,,,,,,,,,,,,,,,,,,
